"tag","topic","propensity"
"gwt2","topic_145","0.007429578"
"datacontractjsonserializer","topic_264","0.002872268"
"sql-like","topic_27","0.10198826"
"point-of-sale","topic_285","0.025378587"
"winrt-xaml-toolkit","topic_232","0.010808573"
"caml","topic_861","0.014112596"
"eofexception","topic_127","0.013030324"
"tabbarcontroller","topic_179","0.0071272156"
"titanium-modules","topic_368","0.0154958675"
"submenu","topic_239","0.04808744"
"libpq","topic_70","0.0038730528"
"fb-graph","topic_102","0.009663117"
"android-contextmenu","topic_740","0.012669417"
"tycho","topic_207","0.051212482"
"soil","topic_850","0.0025560365"
"asp.net-mvc-scaffolding","topic_955","0.011549022"
"router","topic_992","0.10598978"
"yield","topic_940","0.03645747"
"concurrenthashmap","topic_919","0.041314673"
"osx-mountain-lion","topic_561","0.14388435"
"performance-testing","topic_207","0.05299897"
"performance-testing","topic_458","0.0485489"
"youcompleteme","topic_352","0.009450601"
"pander","topic_759","0.0053547653"
"tmux","topic_319","0.053891852"
"jekyll","topic_196","0.16694881"
"contrast","topic_431","0.002796189"
"micropython","topic_951","0.008411164"
"android-notification-bar","topic_810","0.011116811"
"qtcpsocket","topic_29","0.007959722"
"elki","topic_461","0.0058413222"
"ps","topic_811","0.032943085"
"login","topic_777","0.6726145"
"textselection","topic_389","0.0029559624"
"android-audiorecord","topic_643","0.009112609"
"qgis","topic_391","0.054840565"
"xcode4.5","topic_217","0.12657227"
"rhel","topic_868","0.06283828"
"google-beacon-platform","topic_871","0.0026221306"
"reachability","topic_705","0.031067336"
"weld","topic_332","0.019990534"
"weld","topic_423","3.4520683e-06"
"textwrangler","topic_27","0.007046752"
"storage","topic_467","0.19041525"
"install","topic_124","0.15598945"
"bibtex","topic_459","0.010029193"
"memory-efficient","topic_591","0.009251729"
"aac","topic_335","0.015353427"
"visual-foxpro","topic_535","0.03167462"
"azure-servicebus-topics","topic_169","0.0030333058"
"gorm","topic_981","0.090984315"
"resourcedictionary","topic_610","0.040829536"
"nopcommerce","topic_635","0.029202733"
"hotfix","topic_681","0.0019492817"
"pexpect","topic_733","0.005057302"
"alloy-ui","topic_146","0.0046522403"
"jspinner","topic_779","0.011168974"
"keyword-search","topic_41","0.0076734456"
"automated-deploy","topic_981","0.002575134"
"uistoryboardsegue","topic_987","0.028974393"
"rubygems","topic_137","0.029283836"
"drawimage","topic_250","0.028309181"
"haskell-pipes","topic_429","0.0050994875"
"magento-1.9","topic_978","0.051826946"
"google-play-console","topic_337","0.01994901"
"angular-cdk","topic_480","0.01226521"
"openstack","topic_505","0.17250606"
"status","topic_23","0.061007276"
"public-key-encryption","topic_370","0.08662796"
"playframework-2.5","topic_825","0.015003768"
"amazon-neptune","topic_846","0.010698283"
"array-push","topic_485","0.00436778"
"default","topic_416","0.044341058"
"raise","topic_940","0.004887464"
"kill","topic_756","0.05840883"
"materialize","topic_782","0.11885279"
"locking","topic_855","0.38594007"
"nexus-7","topic_504","0.009990688"
"pc","topic_212","0.0077428464"
"google-sites","topic_246","0.02152841"
"java.util.concurrent","topic_841","0.059703488"
"manjaro","topic_227","0.0062508103"
"generic-programming","topic_943","0.047534358"
"memsql","topic_384","0.012662641"
"viewport-units","topic_209","0.009693738"
"google-smartlockpasswords","topic_866","0.004282792"
"irvine32","topic_237","0.034505993"
"alembic","topic_377","0.022494689"
"slim-lang","topic_797","0.02999678"
"interactive","topic_13","0.036336057"
"windows-iot-core-10","topic_64","0.011399363"
"modalpopup","topic_154","0.0046169893"
"rating","topic_12","0.031218885"
"jxbrowser","topic_190","0.02175168"
"nameservers","topic_568","0.017992279"
"quasar-framework","topic_87","0.0066502546"
"orb","topic_398","0.008935552"
"fluid-layout","topic_294","0.031803753"
"windows-server-2012","topic_12","0.06303933"
"predict","topic_775","0.02326926"
"cck","topic_501","0.006661638"
"dynamic-arrays","topic_723","0.027510947"
"microformats","topic_321","0.0071097487"
"parceljs","topic_672","0.007777223"
"select-into","topic_291","0.0021229326"
"bigcartel","topic_55","0.005558137"
"visitor","topic_535","0.012042718"
"dereference","topic_462","0.020002546"
"uitextfielddelegate","topic_886","0.018155782"
"ipython-notebook","topic_283","0.09151964"
"ramda.js","topic_492","0.03178233"
"apache-curator","topic_970","0.0065587466"
"address-bar","topic_432","0.008048689"
"dji-sdk","topic_467","0.02125912"
"alter-table","topic_256","0.023709506"
"firebase-analytics","topic_274","0.015291492"
"mysql-connector","topic_549","0.06337753"
"csom","topic_539","0.045880374"
"angularjs-1.5","topic_646","0.006147414"
"android-tabbed-activity","topic_235","0.0046562483"
"vscode-debugger","topic_416","0.005518844"
"http-error","topic_681","0.009524689"
"hadoop2","topic_899","0.08855005"
"flex-mobile","topic_285","0.017830795"
"handlers","topic_248","0.015386165"
"libreoffice","topic_584","0.010948029"
"libreoffice","topic_892","8.20831e-05"
"getresource","topic_90","0.016162062"
"browser-detection","topic_117","0.031057034"
"atom-editor","topic_287","0.1479397"
"autowired","topic_195","0.052115697"
"arm64","topic_224","0.03798534"
"karma-jasmine","topic_821","0.23398022"
"carousel","topic_77","0.22710055"
"scala-2.11","topic_749","0.0061518946"
"butterknife","topic_737","0.0057888757"
"routerlink","topic_374","0.008519317"
"payumoney","topic_883","0.0054744733"
"exec","topic_112","0.2091059"
"live-templates","topic_43","0.0050368016"
"tunneling","topic_453","0.0024387685"
"redis","topic_955","0.61154383"
"manifest","topic_220","0.19030151"
"canny-operator","topic_658","0.007481181"
"lines","topic_559","0.06374058"
"tqdm","topic_363","0.0066964286"
"openshift-client-tools","topic_385","0.011272688"
"typeof","topic_494","0.04944819"
"member-variables","topic_998","0.0017057077"
"dot-emacs","topic_712","0.01231961"
"rtti","topic_424","0.023167394"
"row-height","topic_201","0.0041833376"
"address-sanitizer","topic_970","0.007178959"
"detailsview","topic_530","0.025234476"
"ampps","topic_384","0.005576811"
"prototypejs","topic_870","0.18351649"
"document-management","topic_499","0.0032732768"
"pulp","topic_887","0.017864807"
"webautomation","topic_555","0.0056052846"
"baud-rate","topic_834","0.007091657"
"xmlwriter","topic_847","0.0043217232"
"ncurses","topic_586","0.04741853"
"scrollmagic","topic_990","0.012939497"
"anglesharp","topic_232","0.009888695"
"bytestring","topic_469","0.019907746"
"encryption","topic_554","0.4586882"
"package.json","topic_925","0.03898364"
"runtime","topic_472","0.3422258"
"redundancy","topic_949","0.053583186"
"anonymous-types","topic_397","0.04420567"
"spring-data-redis","topic_598","0.03397592"
"json-deserialization","topic_264","0.022933956"
"cocoa-touch","topic_720","0.5376163"
"microsoft-cognitive","topic_746","0.069937386"
"full-outer-join","topic_960","0.010401824"
"storage-access-framework","topic_259","0.006731254"
"context-switch","topic_544","0.012881408"
"android-8.1-oreo","topic_804","0.013977681"
"speech-to-text","topic_985","0.121431515"
"vivado","topic_833","0.008830914"
"c3.js","topic_771","0.069731675"
"collectionview","topic_12","0.032422006"
"bing-maps","topic_932","0.1121382"
"mathnet-numerics","topic_549","0.009217194"
"argument-passing","topic_865","0.02948083"
"webmail","topic_427","0.005781608"
"smartcontracts","topic_706","0.019013863"
"position","topic_296","0.3346814"
"solidity","topic_706","0.04262364"
"install4j","topic_724","0.08780236"
"lettuce","topic_859","0.019682238"
"angular-universal","topic_707","0.0045888466"
"webpack-encore","topic_641","0.0027726295"
"webpack-encore","topic_802","0.00015428053"
"dynamic-variables","topic_924","0.0095580015"
"particles","topic_873","0.032257065"
"jsrender","topic_230","0.046969146"
"drupal-8","topic_244","0.095298655"
"signal-processing","topic_843","0.14055438"
"invoice","topic_978","0.009007792"
"coda","topic_689","0.005083631"
"py4j","topic_62","0.01043"
"pdfbox","topic_830","0.09678147"
"distribute","topic_358","0.008153745"
"android-async-http","topic_203","0.010242661"
"laravel-5.6","topic_187","0.06833367"
"nivo-slider","topic_675","0.019281797"
"page-numbering","topic_541","0.0043607494"
"django-channels","topic_804","0.03909524"
"meanjs","topic_413","0.013116138"
"maven-central","topic_369","0.020258825"
"stateless","topic_849","0.012954729"
"native","topic_704","0.08413487"
"direct3d11","topic_556","0.019287497"
"livecode","topic_812","0.019752499"
"palindrome","topic_819","0.07314559"
"jelastic","topic_197","0.006167577"
"rest-assured","topic_462","0.026966995"
"cgrect","topic_12","0.027111683"
"tfs2013","topic_34","0.05252774"
"autoboxing","topic_829","0.007610341"
"task-queue","topic_262","0.020882832"
"appium-android","topic_451","0.031537242"
"caesar-cipher","topic_112","0.019923788"
"nameerror","topic_358","0.031359024"
"reference-class","topic_422","0.005740509"
"operator-overloading","topic_682","0.19991706"
"jupyter-lab","topic_62","0.033570513"
"jython-2.7","topic_56","0.0133109335"
"mvvm-light","topic_265","0.061399028"
"swift2.1","topic_695","0.0069622328"
"snappydata","topic_346","0.008371396"
"matrix-factorization","topic_118","0.0043526907"
"sos","topic_356","0.0053338683"
"ssr","topic_967","0.0253888"
"esper","topic_298","0.018056188"
"mysql-connector-python","topic_807","0.0074291658"
"recorder","topic_639","0.0054838373"
"yuv","topic_814","0.037657022"
"allocator","topic_177","0.036307544"
"rampart","topic_388","0.0064370455"
"lame","topic_9","0.020194367"
"stdvector","topic_59","0.05504869"
"tcplistener","topic_529","0.008909947"
"google-places","topic_569","0.010453499"
"iequatable","topic_7","0.015348223"
"darwin","topic_468","0.004437121"
"asp.net-core-2.1","topic_813","0.031320985"
"sails-mongo","topic_660","0.016917512"
"core","topic_790","0.1076768"
"datagrip","topic_331","0.008857256"
"google-cloud-iot","topic_560","0.005782601"
"css","topic_357","0.9833463"
"css","topic_450","0.5256719"
"css","topic_481","0.00024608604"
"css","topic_728","0.016196858"
"lang","topic_952","0.023671461"
"tracking","topic_648","0.12138152"
"pepper","topic_887","0.010459207"
"void","topic_854","0.028212614"
"iterable","topic_130","0.000773154"
"iterable","topic_697","0.00039622752"
"cross-product","topic_131","0.008929644"
"nattable","topic_183","0.008354179"
"savefiledialog","topic_624","0.023556339"
"python-internals","topic_358","0.022268293"
"seaborn","topic_38","0.046615414"
"jboss6.x","topic_741","0.02114282"
"enunciate","topic_195","0.0031539083"
"rs485","topic_403","0.0013260308"
"zend-studio","topic_875","0.01203243"
"type-conversion","topic_772","0.3267436"
"datacontext","topic_5","0.05952253"
"skiasharp","topic_505","0.014657844"
"cgaffinetransform","topic_987","0.014763837"
"android-workmanager","topic_677","0.025705807"
"isolatedstorage","topic_436","0.044283327"
"integral","topic_308","0.028185725"
"hybris","topic_374","0.05494406"
"backbone-relational","topic_222","0.011995018"
"cobalt","topic_394","0.00080766866"
"alias","topic_991","0.09264143"
"android-tabhost","topic_908","0.115782425"
"excel-interop","topic_792","0.12911794"
"eclipse-mars","topic_364","0.01248334"
"launch-screen","topic_844","0.0016101568"
"shared-element-transition","topic_504","0.013870567"
"nao-robot","topic_887","0.011998032"
"activity-lifecycle","topic_968","0.02121613"
"python-os","topic_339","0.0064689163"
"android-lifecycle","topic_516","0.110349424"
"svcutil.exe","topic_428","0.0066704485"
"loopbackjs","topic_638","0.02440897"
"keydown","topic_702","0.02439858"
"phpdoc","topic_493","0.05748968"
"spring-dsl","topic_741","0.0025301885"
"template-deduction","topic_943","0.014656957"
"ruby-on-rails-5","topic_941","0.4119875"
"posts","topic_668","0.03841889"
"glkit","topic_969","0.009971673"
"xcode10.1","topic_191","0.004154775"
"formal-verification","topic_390","0.002502142"
"formal-verification","topic_679","0.0005934548"
"bitrate","topic_380","0.004392434"
"smo","topic_991","0.020206522"
"onactivityresult","topic_968","0.02669989"
"rspec3","topic_811","0.024172295"
"google-apis-explorer","topic_400","0.010063609"
"spring-data-neo4j","topic_985","0.115153484"
"http-status-code-503","topic_43","0.011586202"
"selenium-grid","topic_317","0.019865159"
"frame","topic_665","0.062280916"
"ibm-watson","topic_985","0.14210838"
"git-merge","topic_37","0.05481861"
"core-audio","topic_409","0.08951921"
"simulate","topic_9","0.03241621"
"android-textinputlayout","topic_441","0.032642834"
"bitwise-operators","topic_652","0.15299545"
"httpsurlconnection","topic_622","0.0109724635"
"tcpclient","topic_529","0.024444323"
"bukkit","topic_588","0.016416572"
"dblink","topic_362","0.005100601"
"omniauth-facebook","topic_27","0.009322474"
"utf-8","topic_65","0.7043288"
"audio","topic_537","0.65566105"
"apache-mina","topic_503","0.018106516"
"null-layout-manager","topic_449","0.008979997"
"file-writing","topic_387","0.021559576"
"alpha-transparency","topic_865","0.014474409"
"android-transitions","topic_883","0.016991144"
"dtmf","topic_106","0.006908145"
"pivotal-cloud-foundry","topic_346","0.049153447"
"coverage.py","topic_953","0.01649229"
"gradient-descent","topic_541","0.028780945"
"uint","topic_966","0.0053133047"
"hypothesis-test","topic_74","0.012162836"
"avd","topic_622","1.3589102e-05"
"avd","topic_737","0.025754036"
"azure-data-factory","topic_877","0.0381195"
"abc","topic_446","0.0047172583"
"options-menu","topic_968","0.0037617253"
"spinner","topic_622","0.17829774"
"webpack-style-loader","topic_892","0.012564083"
"conditional","topic_591","0.19597107"
"openid-connect","topic_577","0.05657845"
"android-testing","topic_810","0.05532285"
"android-tablelayout","topic_442","0.0016939163"
"android-tablelayout","topic_737","5.0506154e-05"
"aspectj","topic_713","0.031981003"
"nsinputstream","topic_705","0.005504423"
"polymerfire","topic_39","0.01656216"
"client-certificates","topic_73","0.046401437"
"pdi","topic_279","0.010282866"
"touchesbegan","topic_586","0.014770813"
"pg-promise","topic_398","0.014863314"
"dynamics-ax-2012","topic_752","0.041944653"
"firebird-3.0","topic_347","0.005811134"
"scenebuilder","topic_507","0.06528378"
"boto3","topic_514","0.093619905"
"synchronizationcontext","topic_657","0.0056335544"
"assertion","topic_535","0.024615617"
"confluent","topic_172","0.034748167"
"hta","topic_280","0.05726203"
"supervisord","topic_184","0.04726391"
"qsortfilterproxymodel","topic_497","0.00022716058"
"32bit-64bit","topic_182","0.06692387"
"lift-json","topic_806","0.0059635392"
"google-cloud-ml","topic_885","0.013091474"
"boost-spirit","topic_869","0.03558566"
"boost-spirit","topic_930","0.00023499849"
"nssplitview","topic_580","0.0010894"
"video.js","topic_934","0.06779092"
"production","topic_569","0.015901394"
"batch-rename","topic_915","0.021427726"
"android-navigationview","topic_643","0.009893261"
"sfsafariviewcontroller","topic_877","0.006004354"
"wave","topic_390","0.0053977165"
"transactional-replication","topic_405","0.006425147"
"migration","topic_643","0.24510966"
"restsharp","topic_200","0.04135102"
"user-agent","topic_892","0.06621521"
"mbunit","topic_527","0.007566262"
"cocos2d-x","topic_651","0.112128444"
"wav","topic_537","0.0029253864"
"wav","topic_798","0.016562711"
"faraday","topic_530","0.009189934"
"osmdroid","topic_878","0.1002872"
"mongodb-php","topic_978","0.008390703"
"in-app-billing","topic_719","0.09023842"
"salat","topic_825","0.003278769"
"quotation-marks","topic_344","0.0069346773"
"daphne","topic_573","0.0106833195"
"visual-studio-2012","topic_991","0.62540066"
"payu","topic_769","0.0028537384"
"payu","topic_883","1.0064301e-05"
"diagonal","topic_685","0.0069192224"
"angularjs-ng-include","topic_418","0.0008482559"
"angularjs-ng-include","topic_770","0.0017265884"
"spring-cloud-sleuth","topic_923","0.009368909"
"guice","topic_807","0.09092482"
"kinect-v2","topic_240","0.0055772327"
"owasp","topic_976","0.01648729"
"soapfault","topic_596","0.0056765033"
"kinect-sdk","topic_106","0.02131906"
"absolutelayout","topic_888","0.0036804937"
"pdfminer","topic_283","0.012966575"
"mousehover","topic_221","0.010326461"
"settings","topic_520","0.2297599"
"google-chrome-headless","topic_149","0.03008704"
"netbeans-6.9","topic_336","0.0066981404"
"parallax","topic_220","0.11848737"
"cpprest-sdk","topic_94","0.008819278"
"docker-volume","topic_991","0.016227476"
"hadoop-streaming","topic_225","0.03152486"
"audio-player","topic_335","0.02938201"
"glmnet","topic_581","0.016205588"
"mirth","topic_738","0.019504601"
"material-design-lite","topic_53","0.01186189"
"vsphere","topic_458","0.008184436"
"mysqldump","topic_135","0.042295277"
"execve","topic_85","0.004100929"
"coreml","topic_699","0.023034833"
"computer-vision","topic_929","0.33680698"
"angular-animations","topic_374","0.021619149"
"android-external-storage","topic_129","0.036148313"
"android-timepicker","topic_791","0.028616922"
"amazon-route53","topic_111","0.012659145"
"amazon-route53","topic_568","0.012762835"
"bookdown","topic_795","0.03813932"
"scheduled-tasks","topic_738","0.29073635"
"signed-applet","topic_331","0.003914385"
"telerik-mvc","topic_979","0.076471515"
"history.js","topic_913","0.025853869"
"bioconductor","topic_780","0.0016527807"
"fasta","topic_514","0.017137155"
"google-cloud-shell","topic_334","0.011563542"
"internationalization","topic_330","0.3364425"
"cron-task","topic_623","0.03522606"
"apple-mail","topic_517","0.002897623"
"blackjack","topic_90","0.019438582"
"vue-chartjs","topic_898","0.006147683"
"docusigncompositetmplts","topic_837","0.0048382524"
"zebra-printers","topic_156","0.04712319"
"between","topic_941","0.05806109"
"relationships","topic_894","0.1568252"
"obiee","topic_541","0.018442005"
"c++-cx","topic_556","0.04959158"
"pass-through","topic_548","0.013144449"
"kernel-density","topic_358","0.01568948"
"android-search","topic_38","0.004762525"
"user-stories","topic_436","0.007979195"
"fileparsing","topic_472","0.0075492947"
"android-appcompat","topic_791","0.21801053"
"binning","topic_892","0.014161634"
"ndepend","topic_868","0.012933656"
"symfony-2.8","topic_129","0.036148313"
"ray","topic_359","0.00019052875"
"sqlanywhere","topic_772","0.016117252"
"logstash-forwarder","topic_87","0.0047071073"
"simplexml","topic_781","0.072409526"
"dynamic-sql","topic_205","0.019574596"
"query-optimization","topic_775","0.12080438"
"ogr","topic_912","0.0063646035"
"shapefile","topic_368","0.058654733"
"diff","topic_659","0.060293555"
"caffe","topic_702","0.05768913"
"navicat","topic_647","0.0067300443"
"sesame","topic_794","0.016862001"
"spring-integration-dsl","topic_788","0.014335623"
"chef-recipe","topic_560","0.066920705"
"jgraph","topic_779","0.004370468"
"instagram","topic_77","0.22665781"
"children","topic_443","0.032092795"
"skspritenode","topic_618","0.0021240127"
"background-foreground","topic_503","0.008933461"
"hash-function","topic_655","0.0063554607"
"loadimage","topic_883","0.0036902006"
"class-diagram","topic_879","0.041771393"
"mux","topic_352","0.016244272"
"sp","topic_265","0.010403817"
"branding","topic_654","0.0022033737"
"access","topic_582","0.08540197"
"angular-services","topic_438","0.07238073"
"jdbctemplate","topic_684","0.05716434"
"shadows","topic_348","0.0037056499"
"box","topic_199","0.015611219"
"npm-scripts","topic_455","0.010962009"
"npm-scripts","topic_925","1.1786471e-05"
"command-prompt","topic_294","0.12788841"
"highlighting","topic_292","0.02708493"
"windows-services","topic_150","4.9286107e-05"
"windows-services","topic_326","0.0060270573"
"linked-list","topic_848","0.3549443"
"color-palette","topic_536","0.01784684"
"java-websocket","topic_142","0.006319009"
"initializer-list","topic_316","0.034636345"
"onedrive","topic_419","0.08894264"
"fusion","topic_639","0.006249834"
"relaymodern","topic_180","0.0067149624"
"package-managers","topic_624","0.031536732"
"fadein","topic_206","0.043406133"
"npgsql","topic_575","0.030627966"
"manifest.json","topic_959","0.015938992"
"mesa","topic_405","0.004052008"
"git-commit","topic_37","0.03138648"
"httpmodule","topic_416","0.0122937"
"jersey","topic_272","0.47643974"
"system.io.file","topic_76","0.0014838143"
"account-management","topic_527","0.003347498"
"sitecore-dms","topic_748","0.004490593"
"gmail-api","topic_673","0.15323828"
"timber","topic_504","0.011775432"
"mpmediaquery","topic_484","0.004851607"
"cocos2d-js","topic_162","0.00960897"
"watson","topic_430","0.01704771"
"watson","topic_853","0.0008489112"
"zbar","topic_804","0.020921238"
"trend","topic_796","0.010446479"
"server-side","topic_918","0.05068281"
"exception-handling","topic_402","0.31414968"
"ggplotly","topic_194","0.024012925"
"undefined-function","topic_13","0.003047364"
"clearcase-remote-client","topic_567","0.0013740242"
"type-punning","topic_998","0.0018271104"
"ios-4.2","topic_628","0.010915387"
"elmah.mvc","topic_376","0.007878532"
"words","topic_636","0.037019376"
"nsubstitute","topic_589","0.020686887"
"custom-error-handling","topic_580","0.0011331218"
"todataurl","topic_157","0.005209807"
"hivecontext","topic_605","0.004014044"
"magnetometer","topic_866","0.009524418"
"facebook-authentication","topic_129","0.0461158"
"visual-studio-2003","topic_499","0.0079298215"
"grib","topic_320","0.0036382875"
"scopes","topic_796","0.012961848"
"opencpu","topic_541","0.008229923"
"decode","topic_605","0.12470684"
"swift2","topic_201","0.23332049"
"ffserver","topic_698","0.003152605"
"tablemodel","topic_448","0.06555247"
"chromebook","topic_981","0.0066233794"
"formgroups","topic_672","0.0057058074"
"heap-corruption","topic_59","0.009265621"
"jquery-validate","topic_534","0.17974654"
"fclose","topic_329","3.8284234e-05"
"fclose","topic_568","0.011440522"
"inputmismatchexception","topic_992","0.0076558273"
"sticky-footer","topic_869","0.019967023"
"activereports","topic_688","0.012589118"
"tensorboard","topic_390","0.017666971"
"charat","topic_815","0.004793965"
"composition","topic_897","0.021932727"
"openweathermap","topic_646","0.020071678"
"keras","topic_702","0.40937236"
"windows-container","topic_900","0.0011724852"
"client-side","topic_764","0.05893616"
"adobe-indesign","topic_216","0.010024386"
"frontend","topic_53","0.111630715"
"aws-codepipeline","topic_126","0.025267452"
"solidworks","topic_395","0.007662854"
"clojurescript","topic_245","0.059616815"
"initialization-vector","topic_31","0.01017585"
"scalatest","topic_628","0.045754675"
"twitter-fabric","topic_974","0.027494716"
"sbt-native-packager","topic_980","0.016247597"
"xlsm","topic_31","0.016647128"
"boost-graph","topic_930","0.031785633"
"instanceof","topic_90","0.051195614"
"matrix-multiplication","topic_279","0.067914344"
"spark-cassandra-connector","topic_19","0.0050825616"
"spark-cassandra-connector","topic_362","0.0015015604"
"android-7.1-nougat","topic_521","0.010980269"
"repository-pattern","topic_143","0.02669351"
"google-docs","topic_229","0.1427098"
"word-wrap","topic_478","0.1100507"
"svg-animate","topic_218","0.009509498"
"chapel","topic_617","0.0021170129"
"zk","topic_814","0.06278092"
"buttongroup","topic_82","0.013057355"
"const-iterator","topic_839","0.016137347"
"psycopg2","topic_131","0.19921516"
"stormpath","topic_624","0.010269186"
"rbac","topic_149","0.029127544"
"docker-swarm","topic_887","0.097883746"
"priority-queue","topic_814","0.11193385"
"percentage","topic_909","0.087807596"
"airbnb","topic_792","0.013466287"
"mediatemple","topic_801","0.0014972411"
"table-relationships","topic_333","0.004985212"
"clone","topic_468","0.0558551"
"uploader","topic_721","0.011697309"
"file-attributes","topic_644","0.007963692"
"irq","topic_520","0.009015797"
"sonata-admin","topic_802","0.06541203"
"android-broadcastreceiver","topic_521","0.03887144"
"application-cache","topic_436","0.009907701"
"initializer","topic_366","0.02183322"
"sequence-points","topic_590","0.0102555705"
"motion","topic_203","0.018544406"
"biztalk","topic_852","0.086306006"
"race-condition","topic_538","0.08423193"
"tampermonkey","topic_973","0.049540635"
"eclipse-adt","topic_259","0.020193763"
"higher-kinded-types","topic_637","0.006524417"
"playframework","topic_825","0.49745122"
"oidc-client-js","topic_227","0.0054727015"
"flask-socketio","topic_358","0.016845757"
"octal","topic_882","0.014878096"
"pascal","topic_196","0.068202145"
"android-toolbar","topic_269","0.046271935"
"oracle-cloud-infrastructure","topic_296","0.0052852314"
"ecdf","topic_999","0.008166686"
"access-vba","topic_299","0.32756186"
"razor-2","topic_967","0.01964686"
"controltemplate","topic_853","0.046346355"
"catboost","topic_228","0.007820861"
"tfs2012","topic_34","0.060838804"
"ecdsa","topic_857","0.040131126"
"datediff","topic_523","0.017896667"
"webassembly","topic_535","0.018647278"
"analytics","topic_517","9.423571e-05"
"analytics","topic_604","0.070734404"
"cscope","topic_254","0.009780865"
"arkit","topic_539","0.13560905"
"cartesian-product","topic_415","0.03120103"
"scenekit","topic_672","0.12129078"
"opensaml","topic_169","0.0033020142"
"greedy","topic_895","0.0107956845"
"knockout-mapping-plugin","topic_525","0.023147741"
"xml-comments","topic_903","0.01450666"
"firebase-console","topic_745","0.010793347"
"sockjs","topic_974","0.016957441"
"sqldatareader","topic_307","0.07494362"
"avr","topic_982","0.09197144"
"automapper-6","topic_31","0.01045721"
"rails-activestorage","topic_131","0.045849517"
"cmdlets","topic_416","0.005884229"
"bounding-box","topic_299","0.020044206"
"zoo","topic_999","0.08412858"
"calculation","topic_953","0.03521327"
"distance","topic_275","0.07078173"
"tdd","topic_60","0.05396152"
"iis-express","topic_223","0.099703185"
"assimp","topic_836","0.0073256977"
"pgpool","topic_245","0.00512886"
"php-internals","topic_800","0.017122954"
"bufferedreader","topic_808","0.19843315"
"scikit-image","topic_953","0.061660368"
"destructuring","topic_702","0.01304317"
"functional-testing","topic_736","0.015940156"
"nested-routes","topic_831","0.013889174"
"modulo","topic_554","0.018630747"
"urlconf","topic_275","0.0025723996"
"opensl","topic_335","0.0054316088"
"sugarcrm","topic_371","0.16294101"
"intrinsics","topic_286","0.022271935"
"amazon-sqs","topic_331","0.06411917"
"tm","topic_999","0.07748582"
"delegation","topic_970","0.02020342"
"liferay-velocity","topic_256","0.0037347719"
".class-file","topic_388","0.009526827"
"http-status-code-301","topic_980","0.08786636"
"spring-config","topic_83","0.007736691"
"attachedbehaviors","topic_787","0.004884741"
"getelementbyid","topic_661","0.2304407"
"bridging-header","topic_518","0.0133434115"
"appcelerator-alloy","topic_558","0.0053751436"
"cross-correlation","topic_710","0.0025972999"
"shared-memory","topic_196","0.08413551"
"dataadapter","topic_691","0.021063294"
"map","topic_596","0.384025"
"feed","topic_3","0.11159744"
"member-function-pointers","topic_923","0.020314062"
"oidc","topic_135","0.011039372"
"xapian","topic_207","0.0075828843"
"listcellrenderer","topic_139","0.005587717"
"frames","topic_984","0.031796"
"xib","topic_370","0.1605675"
"android-studio-3.1","topic_162","0.004797651"
"continue","topic_653","0.011048541"
"volume","topic_1","0.08342622"
"loadrunner","topic_689","0.024355542"
"email","topic_638","0.47065702"
"ef-core-2.2","topic_120","0.01420744"
"aptana","topic_483","0.050721865"
"aptana","topic_958","0.00060078833"
"changelistener","topic_779","0.005810546"
"batch-processing","topic_928","0.18582618"
"jess","topic_507","0.007744148"
"scrapy-spider","topic_745","0.046722878"
"voltdb","topic_656","0.004066105"
"live-streaming","topic_290","0.028700506"
"cabasicanimation","topic_373","0.006560227"
"introspection","topic_586","0.029761078"
"pass-by-value","topic_814","0.05217817"
"bitmapimage","topic_5","0.035067704"
"nginx-config","topic_845","0.009431019"
"gulp-browser-sync","topic_679","0.0053217565"
"android-appwidget","topic_491","0.036533393"
"raspberry-pi2","topic_811","0.08619931"
"junction-table","topic_498","0.01111706"
"wt","topic_912","0.0065088435"
"codeigniter-datamapper","topic_752","0.009244565"
"accessor","topic_327","0.05333573"
"stdclass","topic_721","0.023954168"
"html-agility-pack","topic_128","0.15060373"
"grails-domain-class","topic_225","0.024581505"
"grails-domain-class","topic_981","9.0199996e-05"
"picturebox","topic_688","0.08699813"
"php-5.3","topic_493","0.09166311"
"dexie","topic_284","0.004900827"
"send","topic_819","0.11564461"
"dht","topic_577","0.0061100754"
"colormap","topic_355","0.027114939"
"runner","topic_590","0.0078964615"
"flannel","topic_105","0.0034731803"
"android-things","topic_129","0.03640721"
"api-key","topic_189","0.020556986"
"type-inference","topic_477","0.08384179"
"aws-api-gateway","topic_977","0.1467483"
"uploadify","topic_466","0.059706513"
"revealing-module-pattern","topic_763","0.014517054"
"google-smart-home","topic_333","0.0026665085"
"fluent-interface","topic_321","0.019388173"
"resque","topic_958","0.080313325"
"linkage","topic_286","0.012381815"
"digest","topic_387","0.016147574"
"adbannerview","topic_690","0.008838247"
"pull","topic_914","0.0062896134"
"unboundid-ldap-sdk","topic_603","0.004124537"
"behat","topic_754","0.019023275"
"pre-commit-hook","topic_736","0.004397884"
"openstack-swift","topic_985","0.023998309"
"splunk-query","topic_436","0.009425574"
"vibration","topic_337","0.012035627"
"richtext","topic_211","0.01935884"
"asp.net-web-api-odata","topic_915","0.0043047485"
"office-js","topic_439","0.13791792"
"okhttp3","topic_0","0.045475192"
