,0,1
memsql,topic_384,0.012580666
viewport-units,topic_209,0.009917145
google-smartlockpasswords,topic_866,0.0045555504
irvine32,topic_237,0.032135542
alembic,topic_377,0.022322943
slim-lang,topic_797,0.029997123
interactive,topic_13,0.03458142
windows-iot-core-10,topic_64,0.013198453
modalpopup,topic_154,0.004645016
rating,topic_12,0.031607024
jxbrowser,topic_190,0.022381684
nameservers,topic_568,0.016491693
quasar-framework,topic_87,0.00666454
orb,topic_398,0.008579077
fluid-layout,topic_294,0.031803753
windows-server-2012,topic_12,0.06382308
predict,topic_775,0.023352703
cck,topic_501,0.006383908
dynamic-arrays,topic_723,0.027553217
microformats,topic_321,0.007109165
parceljs,topic_672,0.007772801
select-into,topic_291,0.002147882
bigcartel,topic_55,0.0055160425
visitor,topic_535,0.012124077
dereference,topic_462,0.020002546
uitextfielddelegate,topic_886,0.018158441
ipython-notebook,topic_283,0.10379327
ramda.js,topic_492,0.03178233
apache-curator,topic_970,0.0067742467
address-bar,topic_432,0.008048689
dji-sdk,topic_467,0.02085793
alter-table,topic_256,0.023461506
firebase-analytics,topic_274,0.013629992
mysql-connector,topic_549,0.06219979
csom,topic_539,0.04593572
angularjs-1.5,topic_646,0.00591477
android-tabbed-activity,topic_235,0.0046632555
vscode-debugger,topic_416,0.005531016
http-error,topic_681,0.012288438
hadoop2,topic_899,0.08855114
flex-mobile,topic_285,0.014241469
handlers,topic_248,0.0153820375
libreoffice,topic_584,0.011039947
getresource,topic_90,0.016162062
browser-detection,topic_117,0.03487147
atom-editor,topic_287,0.15013827
autowired,topic_195,0.04816914
arm64,topic_224,0.03798534
karma-jasmine,topic_821,0.23398022
carousel,topic_77,0.22710055
scala-2.11,topic_749,0.0061914246
butterknife,topic_737,0.005550253
routerlink,topic_374,0.008551185
payumoney,topic_883,0.0054749567
exec,topic_112,0.20885164
live-templates,topic_43,0.0050368016
tunneling,topic_453,0.0024427015
redis,topic_955,0.610822
manifest,topic_220,0.19030151
canny-operator,topic_658,0.0077793836
lines,topic_559,0.06435126
tqdm,topic_363,0.0066964286
openshift-client-tools,topic_385,0.011829442
typeof,topic_494,0.044887245
member-variables,topic_998,0.001708082
dot-emacs,topic_712,0.0123893805
rtti,topic_424,0.023166956
row-height,topic_201,0.0041712928
address-sanitizer,topic_970,0.0074148374
detailsview,topic_530,0.026248313
ampps,topic_384,0.005540708
prototypejs,topic_870,0.29022065
document-management,topic_499,0.0032070635
pulp,topic_887,0.01786573
webautomation,topic_555,0.00560904
baud-rate,topic_834,0.0067111286
xmlwriter,topic_847,0.0043285205
ncurses,topic_586,0.047421288
scrollmagic,topic_990,0.012832994
anglesharp,topic_232,0.010808365
bytestring,topic_469,0.019842561
encryption,topic_554,0.521086
package.json,topic_925,0.042240493
runtime,topic_472,0.34436572
redundancy,topic_949,0.050790895
anonymous-types,topic_397,0.04351118
spring-data-redis,topic_598,0.03370753
json-deserialization,topic_264,0.022933956
cocoa-touch,topic_720,0.55928504
microsoft-cognitive,topic_746,0.0698936
full-outer-join,topic_960,0.010401824
storage-access-framework,topic_259,0.012112676
context-switch,topic_544,0.012881408
android-8.1-oreo,topic_587,0.0047454564
speech-to-text,topic_985,0.121448316
vivado,topic_833,0.008741991
c3.js,topic_771,0.069731675
collectionview,topic_12,0.0328251
bing-maps,topic_932,0.1121382
mathnet-numerics,topic_549,0.009045912
argument-passing,topic_865,0.02972348
webmail,topic_427,0.005781608
smartcontracts,topic_706,0.019047111
position,topic_296,0.3346814
solidity,topic_706,0.042698175
install4j,topic_724,0.08779751
lettuce,topic_859,0.019305917
angular-universal,topic_707,0.0046309237
webpack-encore,topic_641,0.0028501537
dynamic-variables,topic_924,0.0093649905
particles,topic_873,0.032049615
jsrender,topic_230,0.04405674
drupal-8,topic_244,0.097427025
signal-processing,topic_843,0.14139813
invoice,topic_978,0.009008005
coda,topic_689,0.0042209644
py4j,topic_62,0.010494791
pdfbox,topic_830,0.096692145
distribute,topic_358,0.008262459
android-async-http,topic_203,0.010242905
laravel-5.6,topic_187,0.06833367
nivo-slider,topic_675,0.019243304
page-numbering,topic_541,0.0042605274
django-channels,topic_804,0.03576755
meanjs,topic_413,0.013132001
maven-central,topic_369,0.020258825
stateless,topic_849,0.01436562
native,topic_704,0.08461279
direct3d11,topic_556,0.019284867
livecode,topic_812,0.019846132
palindrome,topic_819,0.068676
jelastic,topic_197,0.006172442
rest-assured,topic_462,0.026966995
cgrect,topic_12,0.027448757
tfs2013,topic_34,0.05253885
autoboxing,topic_829,0.007610334
task-queue,topic_262,0.021480624
appium-android,topic_451,0.031537242
caesar-cipher,topic_112,0.019899564
nameerror,topic_358,0.031777136
reference-class,topic_422,0.005735921
operator-overloading,topic_682,0.1998986
jupyter-lab,topic_62,0.033779055
jython-2.7,topic_56,0.013140547
mvvm-light,topic_265,0.061072893
swift2.1,topic_695,0.006961998
snappydata,topic_346,0.008582411
matrix-factorization,topic_118,0.004407671
sos,topic_356,0.0053337216
ssr,topic_928,0.032727573
esper,topic_298,0.018057039
mysql-connector-python,topic_807,0.0075189928
recorder,topic_639,0.0054440023
yuv,topic_814,0.037657022
allocator,topic_177,0.033851977
rampart,topic_388,0.0064370455
lame,topic_9,0.015931228
stdvector,topic_59,0.05506245
tcplistener,topic_529,0.008909865
google-places,topic_569,0.010047738
iequatable,topic_7,0.015481079
darwin,topic_468,0.004413903
asp.net-core-2.1,topic_813,0.031245193
sails-mongo,topic_660,0.017820273
core,topic_790,0.10627286
datagrip,topic_331,0.0088571645
google-cloud-iot,topic_560,0.005768918
css,topic_357,0.98739606
lang,topic_952,0.023671461
tracking,topic_648,0.14205389
pepper,topic_887,0.010459748
void,topic_854,0.027985092
iterable,topic_697,0.0014796382
cross-product,topic_131,0.008475864
nattable,topic_183,0.008354756
savefiledialog,topic_624,0.0229807
python-internals,topic_358,0.0225652
seaborn,topic_38,0.04654476
jboss6.x,topic_741,0.021226723
enunciate,topic_195,0.0029150727
rs485,topic_403,0.001326053
zend-studio,topic_875,0.013824256
type-conversion,topic_772,0.3267436
datacontext,topic_5,0.061627958
skiasharp,topic_505,0.0146398805
cgaffinetransform,topic_987,0.014769285
android-workmanager,topic_677,0.02630165
isolatedstorage,topic_436,0.04715539
integral,topic_308,0.034957487
hybris,topic_374,0.05514959
backbone-relational,topic_222,0.012049438
cobalt,topic_394,0.0008147552
alias,topic_991,0.09337062
android-tabhost,topic_908,0.117402524
excel-interop,topic_792,0.12911794
eclipse-mars,topic_364,0.012482966
launch-screen,topic_844,0.026865315
shared-element-transition,topic_504,0.014120389
nao-robot,topic_887,0.011998653
activity-lifecycle,topic_968,0.02165566
python-os,topic_339,0.0064705242
android-lifecycle,topic_516,0.11043923
svcutil.exe,topic_428,0.006690156
loopbackjs,topic_638,0.024408894
keydown,topic_702,0.022506667
phpdoc,topic_493,0.05815838
spring-dsl,topic_741,0.0025402294
template-deduction,topic_943,0.01820577
ruby-on-rails-5,topic_941,0.3863995
posts,topic_668,0.03880165
glkit,topic_969,0.013967777
xcode10.1,topic_191,0.0041652643
formal-verification,topic_390,0.0026670727
bitrate,topic_380,0.0047768136
smo,topic_991,0.020365572
onactivityresult,topic_968,0.027253024
rspec3,topic_811,0.02418587
google-apis-explorer,topic_400,0.010063505
spring-data-neo4j,topic_985,0.115151286
http-status-code-503,topic_43,0.011586202
selenium-grid,topic_317,0.019867158
frame,topic_665,0.062266488
ibm-watson,topic_985,0.14210567
git-merge,topic_37,0.054818604
core-audio,topic_409,0.089397736
simulate,topic_9,0.025572972
android-textinputlayout,topic_441,0.031679638
bitwise-operators,topic_652,0.15270907
httpsurlconnection,topic_622,0.0110292
tcpclient,topic_529,0.024444101
bukkit,topic_588,0.016416572
dblink,topic_362,0.004722099
omniauth-facebook,topic_27,0.009322474
utf-8,topic_65,0.67950845
audio,topic_537,0.6152536
apache-mina,topic_503,0.017678117
null-layout-manager,topic_449,0.008979997
file-writing,topic_387,0.021559576
alpha-transparency,topic_865,0.014593544
android-transitions,topic_883,0.016992643
dtmf,topic_106,0.007213229
pivotal-cloud-foundry,topic_346,0.05039245
coverage.py,topic_953,0.016526492
gradient-descent,topic_541,0.02811948
uint,topic_966,0.0053133047
hypothesis-test,topic_74,0.011090896
avd,topic_737,0.024702298
azure-data-factory,topic_877,0.038235478
abc,topic_446,0.0047172583
options-menu,topic_968,0.003839656
spinner,topic_622,0.17921968
webpack-style-loader,topic_892,0.012484704
conditional,topic_591,0.17798679
openid-connect,topic_577,0.05506115
android-testing,topic_810,0.05532158
android-tablelayout,topic_737,0.013104922
aspectj,topic_713,0.28770807
nsinputstream,topic_705,0.0063481815
polymerfire,topic_39,0.01656216
client-certificates,topic_73,0.042283583
pdi,topic_279,0.010254639
touchesbegan,topic_586,0.014771672
pg-promise,topic_398,0.014270357
dynamics-ax-2012,topic_752,0.04235438
firebird-3.0,topic_347,0.0058460934
scenebuilder,topic_507,0.06529069
boto3,topic_514,0.09373813
synchronizationcontext,topic_657,0.005623131
assertion,topic_535,0.02478192
confluent,topic_172,0.035326388
hta,topic_280,0.05726203
supervisord,topic_184,0.04650112
qsortfilterproxymodel,topic_497,0.00022531595
32bit-64bit,topic_182,0.06424206
lift-json,topic_806,0.005964665
google-cloud-ml,topic_885,0.013082955
boost-spirit,topic_869,0.035576455
nssplitview,topic_580,0.0010894
video.js,topic_934,0.06779092
production,topic_569,0.015284169
batch-rename,topic_915,0.023211468
android-navigationview,topic_643,0.009893261
sfsafariviewcontroller,topic_877,0.006022622
wave,topic_390,0.005403087
transactional-replication,topic_405,0.006424902
migration,topic_643,0.24510966
restsharp,topic_200,0.0418467
user-agent,topic_892,0.065796874
mbunit,topic_527,0.007703201
cocos2d-x,topic_651,0.109428495
wav,topic_537,0.048949894
faraday,topic_530,0.0095591545
osmdroid,topic_878,0.086111
mongodb-php,topic_978,0.008390901
in-app-billing,topic_719,0.09389621
salat,topic_825,0.0033221047
quotation-marks,topic_344,0.0065811425
daphne,topic_573,0.0106833195
visual-studio-2012,topic_991,0.6303233
payu,topic_769,0.0028599016
diagonal,topic_685,0.0069418084
angularjs-ng-include,topic_770,0.0017384486
spring-cloud-sleuth,topic_923,0.009331123
guice,topic_807,0.09202421
kinect-v2,topic_240,0.005453129
owasp,topic_976,0.01648729
soapfault,topic_596,0.0056451783
kinect-sdk,topic_106,0.022260573
absolutelayout,topic_888,0.014166291
pdfminer,topic_283,0.014705513
mousehover,topic_221,0.0065091774
settings,topic_520,0.22975993
google-chrome-headless,topic_149,0.030142128
netbeans-6.9,topic_336,0.0069508823
parallax,topic_220,0.11848737
cpprest-sdk,topic_94,0.008819278
docker-volume,topic_991,0.016355203
hadoop-streaming,topic_225,0.031520914
audio-player,topic_335,0.0290981
glmnet,topic_549,0.018945213
mirth,topic_738,0.019500436
material-design-lite,topic_53,0.014385098
vsphere,topic_458,0.008756025
mysqldump,topic_135,0.04229449
execve,topic_85,0.0041633025
coreml,topic_699,0.022971999
computer-vision,topic_929,0.33680236
angular-animations,topic_374,0.02170002
android-external-storage,topic_129,0.03552573
android-timepicker,topic_791,0.028616922
amazon-route53,topic_568,0.05338121
bookdown,topic_795,0.03813932
scheduled-tasks,topic_738,0.2906743
signed-applet,topic_331,0.003914345
telerik-mvc,topic_979,0.076471515
history.js,topic_913,0.025853869
bioconductor,topic_780,0.0016544795
fasta,topic_514,0.017158795
google-cloud-shell,topic_334,0.011415098
internationalization,topic_330,0.33321327
cron-task,topic_623,0.036258295
apple-mail,topic_517,0.0029176245
blackjack,topic_90,0.019438582
vue-chartjs,topic_898,0.005546849
docusigncompositetmplts,topic_837,0.004842562
zebra-printers,topic_156,0.04787942
between,topic_941,0.054454993
relationships,topic_894,0.15682843
obiee,topic_541,0.018018158
c++-cx,topic_556,0.049584817
pass-through,topic_548,0.013144449
kernel-density,topic_358,0.01589867
android-search,topic_38,0.0047553065
user-stories,topic_436,0.008496698
fileparsing,topic_472,0.0075964998
android-appcompat,topic_791,0.21801053
binning,topic_892,0.014072163
ndepend,topic_868,0.013071732
symfony-2.8,topic_129,0.03552573
ray,topic_359,0.00017324355
sqlanywhere,topic_772,0.016117252
logstash-forwarder,topic_87,0.0047172187
simplexml,topic_781,0.07225408
dynamic-sql,topic_205,0.018150073
query-optimization,topic_775,0.12123758
ogr,topic_912,0.006598994
shapefile,topic_368,0.05865473
diff,topic_659,0.060293555
caffe,topic_702,0.053215805
navicat,topic_647,0.0067300443
sesame,topic_794,0.016862001
spring-integration-dsl,topic_788,0.014328519
chef-recipe,topic_560,0.066762365
jgraph,topic_779,0.004370468
instagram,topic_77,0.22665781
children,topic_443,0.032092795
skspritenode,topic_618,0.0020920313
background-foreground,topic_503,0.008722096
hash-function,topic_655,0.006355076
loadimage,topic_883,0.0036905264
class-diagram,topic_879,0.041771784
mux,topic_352,0.016245669
sp,topic_265,0.010348554
branding,topic_654,0.0022236044
access,topic_582,0.08540197
angular-services,topic_438,0.073519506
jdbctemplate,topic_684,0.05898736
shadows,topic_348,0.0037050166
box,topic_199,0.015707377
npm-scripts,topic_455,0.0109836105
command-prompt,topic_294,0.12788841
highlighting,topic_292,0.027083613
windows-services,topic_326,0.0059404694
linked-list,topic_848,0.3549443
color-palette,topic_536,0.011758636
java-websocket,topic_142,0.006319009
initializer-list,topic_316,0.034789994
onedrive,topic_419,0.0862505
fusion,topic_639,0.006204434
relaymodern,topic_180,0.0067149624
package-managers,topic_624,0.03076608
fadein,topic_206,0.043406133
npgsql,topic_575,0.03024577
manifest.json,topic_606,0.010938314
mesa,topic_405,0.0040518534
git-commit,topic_37,0.03138648
httpmodule,topic_416,0.012320814
jersey,topic_272,0.47642487
system.io.file,topic_76,0.0011073612
account-management,topic_527,0.003408083
sitecore-dms,topic_748,0.004490593
gmail-api,topic_673,0.15323867
timber,topic_504,0.0119875185
mpmediaquery,topic_484,0.004851607
cocos2d-js,topic_162,0.012863
watson,topic_430,0.017736768
zbar,topic_804,0.019140474
trend,topic_796,0.010505123
server-side,topic_918,0.05068281
exception-handling,topic_402,0.31702894
ggplotly,topic_194,0.024104657
undefined-function,topic_13,0.0029002093
clearcase-remote-client,topic_567,0.0013740257
type-punning,topic_998,0.0018296536
ios-4.2,topic_628,0.010924137
elmah.mvc,topic_376,0.007878532
words,topic_636,0.037291735
nsubstitute,topic_589,0.021003388
custom-error-handling,topic_580,0.0011331218
todataurl,topic_157,0.0052223876
hivecontext,topic_605,0.004013728
magnetometer,topic_866,0.010131001
facebook-authentication,topic_129,0.045321543
visual-studio-2003,topic_499,0.0077694133
grib,topic_741,0.0023439885
scopes,topic_796,0.013034613
opencpu,topic_541,0.008040777
decode,topic_605,0.12469703
swift2,topic_201,0.23264872
ffserver,topic_698,0.0054063294
tablemodel,topic_448,0.06747482
chromebook,topic_981,0.006621148
formgroups,topic_672,0.0057025636
heap-corruption,topic_59,0.009267937
jquery-validate,topic_534,0.17774996
fclose,topic_568,0.0105431415
inputmismatchexception,topic_992,0.0076681143
sticky-footer,topic_869,0.019882223
activereports,topic_688,0.012391734
tensorboard,topic_390,0.01768455
charat,topic_815,0.004793965
composition,topic_897,0.022073459
openweathermap,topic_646,0.019312082
keras,topic_702,0.37762883
windows-container,topic_900,0.0011711881
client-side,topic_764,0.05893616
adobe-indesign,topic_216,0.010136493
frontend,topic_53,0.1353763
aws-codepipeline,topic_126,0.0255939
solidworks,topic_395,0.006568568
clojurescript,topic_245,0.060084768
initialization-vector,topic_31,0.009903701
scalatest,topic_628,0.04579135
twitter-fabric,topic_974,0.027494716
sbt-native-packager,topic_980,0.016246364
xlsm,topic_31,0.016201908
boost-graph,topic_930,0.031370755
instanceof,topic_90,0.051195614
matrix-multiplication,topic_279,0.06772792
spark-cassandra-connector,topic_362,0.008371809
android-7.1-nougat,topic_521,0.01130531
repository-pattern,topic_143,0.026688743
google-docs,topic_229,0.1132786
word-wrap,topic_478,0.1100507
svg-animate,topic_218,0.009463578
chapel,topic_617,0.0021140238
zk,topic_814,0.06278092
buttongroup,topic_82,0.012656852
const-iterator,topic_839,0.016123008
psycopg2,topic_131,0.1890916
stormpath,topic_624,0.010018242
rbac,topic_149,0.029180875
docker-swarm,topic_887,0.09788881
priority-queue,topic_814,0.11193385
percentage,topic_909,0.087807596
airbnb,topic_792,0.013466287
mediatemple,topic_801,0.0014926642
table-relationships,topic_333,0.0051373546
clone,topic_468,0.055562828
uploader,topic_721,0.010419633
file-attributes,topic_644,0.007922462
irq,topic_520,0.009015797
sonata-admin,topic_802,0.06639136
android-broadcastreceiver,topic_521,0.040022124
application-cache,topic_436,0.010550281
initializer,topic_366,0.02183322
sequence-points,topic_590,0.0101672895
motion,topic_203,0.018544845
biztalk,topic_852,0.086306006
race-condition,topic_538,0.083635524
tampermonkey,topic_973,0.049892053
eclipse-adt,topic_259,0.036338028
higher-kinded-types,topic_637,0.0065198787
playframework,topic_825,0.50402606
oidc-client-js,topic_227,0.005503965
flask-socketio,topic_358,0.017070362
octal,topic_882,0.014549976
pascal,topic_196,0.06504224
android-toolbar,topic_269,0.046246786
oracle-cloud-infrastructure,topic_296,0.0052852314
ecdf,topic_999,0.007864329
access-vba,topic_299,0.3277266
razor-2,topic_967,0.01765298
controltemplate,topic_853,0.04638573
catboost,topic_228,0.007822267
tfs2012,topic_34,0.060851663
ecdsa,topic_857,0.046575848
datediff,topic_523,0.017891487
webassembly,topic_535,0.018773258
analytics,topic_604,0.07077627
cscope,topic_254,0.009845731
arkit,topic_539,0.13577265
cartesian-product,topic_415,0.03140226
scenekit,topic_672,0.12122182
opensaml,topic_169,0.0033738476
greedy,topic_895,0.010193117
knockout-mapping-plugin,topic_525,0.023100805
xml-comments,topic_903,0.014371983
firebase-console,topic_745,0.010793347
sockjs,topic_974,0.016957441
sqldatareader,topic_307,0.07494362
avr,topic_982,0.09164217
automapper-6,topic_31,0.010177536
rails-activestorage,topic_131,0.04351957
cmdlets,topic_416,0.005897207
bounding-box,topic_299,0.020054286
zoo,topic_999,0.08101387
calculation,topic_953,0.035286292
distance,topic_275,0.07078173
tdd,topic_60,0.055085108
iis-express,topic_223,0.099703185
assimp,topic_836,0.0073859557
pgpool,topic_245,0.0051691183
php-internals,topic_800,0.017125916
bufferedreader,topic_808,0.19843315
scikit-image,topic_953,0.061788235
destructuring,topic_702,0.012041114
functional-testing,topic_736,0.02510632
nested-routes,topic_831,0.01409389
modulo,topic_554,0.021165185
urlconf,topic_275,0.0025723996
opensl,topic_335,0.0053791255
sugarcrm,topic_371,0.16461289
intrinsics,topic_286,0.022361003
amazon-sqs,topic_331,0.064118505
tm,topic_999,0.07461705
delegation,topic_970,0.020867242
liferay-velocity,topic_256,0.003695706
.class-file,topic_388,0.009526827
http-status-code-301,topic_980,0.08785968
spring-config,topic_83,0.00756295
attachedbehaviors,topic_787,0.0047329036
getelementbyid,topic_661,0.22543143
bridging-header,topic_518,0.0133434115
appcelerator-alloy,topic_558,0.0054704826
cross-correlation,topic_710,0.0026583844
shared-memory,topic_196,0.08023739
dataadapter,topic_691,0.021782923
map,topic_596,0.38190582
feed,topic_3,0.11159744
member-function-pointers,topic_923,0.020232132
oidc,topic_135,0.011039167
xapian,topic_207,0.0063945064
listcellrenderer,topic_139,0.0055876924
frames,topic_984,0.031950176
xib,topic_844,0.33680367
android-studio-3.1,topic_162,0.0064223516
continue,topic_653,0.010955612
volume,topic_1,0.08674076
loadrunner,topic_689,0.020222532
email,topic_638,0.47065556
ef-core-2.2,topic_120,0.014443185
aptana,topic_483,0.050985318
changelistener,topic_779,0.005810546
batch-processing,topic_928,0.17976691
jess,topic_507,0.007744968
scrapy-spider,topic_745,0.046722878
voltdb,topic_656,0.0040523093
live-streaming,topic_290,0.028822804
cabasicanimation,topic_373,0.0066239974
introspection,topic_586,0.029762808
pass-by-value,topic_814,0.05217817
bitmapimage,topic_5,0.036308117
nginx-config,topic_845,0.009549296
gulp-browser-sync,topic_679,0.0053244075
android-appwidget,topic_491,0.036150012
raspberry-pi2,topic_811,0.08624772
junction-table,topic_498,0.01111706
wt,topic_912,0.0067485464
codeigniter-datamapper,topic_752,0.009334867
accessor,topic_327,0.03940167
stdclass,topic_721,0.021337701
html-agility-pack,topic_128,0.15060373
grails-domain-class,topic_225,0.024703661
picturebox,topic_688,0.08563408
php-5.3,topic_493,0.0927293
dexie,topic_284,0.004900827
send,topic_819,0.10857809
dht,topic_577,0.005946218
colormap,topic_355,0.027730817
runner,topic_590,0.007828488
flannel,topic_105,0.0034731803
android-things,topic_129,0.035780165
api-key,topic_189,0.020556986
type-inference,topic_477,0.08384179
aws-api-gateway,topic_977,0.14674538
uploadify,topic_466,0.059694044
revealing-module-pattern,topic_763,0.014517054
google-smart-home,topic_333,0.0027478873
fluent-interface,topic_321,0.01938658
resque,topic_958,0.080361605
linkage,topic_286,0.012431332
digest,topic_387,0.016147574
adbannerview,topic_690,0.008698048
pull,topic_914,0.006288936
unboundid-ldap-sdk,topic_603,0.0041233767
behat,topic_754,0.019061057
pre-commit-hook,topic_736,0.0069268257
openstack-swift,topic_985,0.02399785
splunk-query,topic_215,0.0099994885
vibration,topic_337,0.012191236
richtext,topic_211,0.020164793
asp.net-web-api-odata,topic_915,0.004663096
office-js,topic_439,0.1444663
okhttp3,topic_0,0.045475192
private,topic_917,0.13097051
canonical-link,topic_12,0.014931955
setting,topic_16,0.0037745414
breadth-first-search,topic_771,0.0924411
kernighan-and-ritchie,topic_756,0.0112326145
pundit,topic_656,0.010453584
bindparam,topic_23,0.010375321
camelcasing,topic_200,0.0072438493
fixed,topic_63,0.065373
pie-chart,topic_954,0.04511348
strsplit,topic_933,0.014194522
llvm,topic_789,0.3300522
textmate,topic_335,0.030312289
qtscript,topic_29,0.003215902
imagebutton,topic_152,0.073248535
ssas,topic_435,0.0993661
large-data,topic_368,0.0709596
libtool,topic_286,0.011481984
build.gradle,topic_565,0.26828498
jquery-mobile-collapsible,topic_29,0.0036233466
exe,topic_807,0.123117544
proximitysensor,topic_337,0.0036053862
azure-web-roles,topic_352,0.07577949
oid,topic_822,0.0074933525
apex-code,topic_695,0.05631721
nsnumber,topic_518,0.044855956
spring-bean,topic_713,0.05496346
identityserver4,topic_215,0.15347041
hotswap,topic_851,0.012802747
reminders,topic_539,0.022157231
breeze,topic_380,0.0622367
scp,topic_964,0.0236611
search-suggestion,topic_22,0.010207343
dns,topic_568,0.61929303
multicast,topic_12,0.058656756
asp.net-3.5,topic_31,0.1030989
object-persistence,topic_234,0.006789261
propertygrid,topic_617,0.010511881
tapestry,topic_7,0.1072578
root,topic_883,0.0765818
universal,topic_626,0.01721452
compile-time-constant,topic_362,0.0024454843
server-configuration,topic_568,0.0075244736
jacoco-maven-plugin,topic_961,0.029749824
scrapinghub,topic_745,0.0035784654
uvm,topic_319,0.017657358
hololens,topic_931,0.029638268
azure-analysis-services,topic_907,0.0038840943
xcode3.2,topic_731,0.011433776
rancher,topic_170,0.012120441
dygraphs,topic_694,0.019121349
apache-commons-io,topic_835,0.014017245
laravel-pagination,topic_93,0.009064409
splat,topic_601,0.008028824
raster,topic_54,0.106303476
react-native-fetch-blob,topic_18,0.012249827
ghci,topic_917,0.048172124
bit-shift,topic_652,0.10481379
postdelayed,topic_948,0.001303094
import-csv,topic_233,0.0066260514
didselectrowatindexpath,topic_373,0.0071558966
google-analytics-api,topic_62,0.22835451
terrain,topic_836,0.011450057
crud,topic_329,0.14980961
winjs,topic_932,0.07749686
named-scope,topic_941,0.016711451
save-image,topic_490,0.0035980165
stderr,topic_363,0.03975428
distcp,topic_145,0.0026356857
apt,topic_750,0.015540321
pre-build-event,topic_815,0.0033821159
google-webmaster-tools,topic_392,0.050085668
pyvmomi,topic_263,0.004128508
code-injection,topic_519,0.08345095
nashorn,topic_492,0.02574054
preferenceactivity,topic_596,0.028099034
yql,topic_918,0.018429091
missing-data,topic_134,0.069498666
artifact,topic_614,0.0052584894
managed-c++,topic_805,0.021151163
commonsware-cwac,topic_490,0.010323036
gcc4,topic_796,0.00880159
virtualbox,topic_316,0.19041057
fpu,topic_155,0.018110203
accordion,topic_934,0.14018285
app-store,topic_749,0.21259284
qt5.7,topic_182,0.0029522239
sharing,topic_626,0.035317026
webview,topic_269,0.32389888
cocoon-gem,topic_601,0.024880845
webcenter,topic_465,0.0049088504
switch-statement,topic_524,0.309721
robocopy,topic_267,0.056964792
keypress,topic_905,0.108551435
sbt-plugin,topic_980,0.007032008
dcast,topic_768,0.004915303
texture2d,topic_159,0.009004416
geoip,topic_60,0.0063432525
hsqldb,topic_116,0.14708143
tesseract,topic_797,0.14509399
apiconnect,topic_613,0.012984412
activesync,topic_73,0.010705595
mingw,topic_651,0.15079625
sprockets,topic_191,0.0144151775
angularjs-ng-click,topic_418,0.07259979
actionview,topic_569,0.005985456
access-violation,topic_805,0.06691852
presenter,topic_235,0.0052271844
auto-populate,topic_818,0.0066820276
isql,topic_256,0.004553885
zedgraph,topic_748,0.014406624
owner,topic_801,0.0017688867
simple-form,topic_601,0.1503915
subclass,topic_897,0.05660132
sencha-touch,topic_330,0.15984719
har,topic_593,0.00857963
jquery-1.9,topic_170,0.0032952891
c3p0,topic_785,0.04325856
netsuite,topic_226,0.07168752
windows-subsystem-for-linux,topic_693,0.062505
movie,topic_135,0.010893114
taglib,topic_451,0.04217795
hotdeploy,topic_919,0.009987635
read-eval-print-loop,topic_385,0.051439136
angularjs-components,topic_418,0.022706527
vsx,topic_655,0.010736815
shopping-cart,topic_329,0.094283484
simplemodal,topic_199,0.01140643
ribbon-control,topic_787,0.009126467
face-detection,topic_440,0.08601306
nanohttpd,topic_732,0.002459793
jquery-post,topic_23,0.010813328
double,topic_340,0.28094786
yii2-user,topic_243,0.003738696
html-parsing,topic_511,0.30343923
title,topic_335,0.062248196
multiple-tables,topic_722,0.08249409
jplayer,topic_572,0.012888767
logitech,topic_9,0.0073111244
shell32,topic_591,0.002888839
comma,topic_52,0.04659849
ngx-bootstrap,topic_268,0.07347897
wso2ei,topic_502,0.009476349
django-1.11,topic_114,0.032715887
chronometer,topic_521,0.011438053
poco,topic_420,0.090979256
code-metrics,topic_958,0.019657627
acceleration,topic_210,0.008001545
fading,topic_147,0.004021282
aws-pinpoint,topic_480,0.0046259407
xunit.net,topic_856,0.045457467
buildozer,topic_259,0.026071988
serverside-javascript,topic_937,0.025824232
wss-3.0,topic_745,0.0076350253
optional-arguments,topic_358,0.0066867336
tomcat6,topic_819,0.10704121
cdo.message,topic_115,0.0031326334
nspredicate,topic_669,0.17451403
template-function,topic_751,0.005617768
dataweave,topic_749,0.019006593
encode,topic_605,0.09627131
embedded,topic_51,0.22592105
.net-core-2.2,topic_926,0.0053452505
jlist,topic_742,0.1335298
azure-web-app-service,topic_352,0.10759813
sigmoid,topic_541,0.003764757
image-manipulation,topic_236,0.08842925
stream-processing,topic_961,0.018828282
xunit,topic_321,0.07206211
cocoa-design-patterns,topic_408,0.0063595762
rhel7,topic_399,0.008876061
select,topic_291,0.5655539
fibers,topic_240,0.004054891
prettyphoto,topic_64,0.021380933
mtu,topic_303,0.0018687801
propel,topic_533,0.030558763
referenceerror,topic_965,0.01314588
ecmascript-next,topic_970,0.009849082
datarepeater,topic_785,0.005053107
formbuilder,topic_128,0.032627974
pdf-viewer,topic_566,0.010356401
w3wp,topic_704,0.0040857187
32-bit,topic_124,0.02611125
circleci,topic_607,0.04244998
.a,topic_531,0.0025895303
states,topic_566,0.009738109
npm-start,topic_925,0.006119148
vaadin-grid,topic_54,0.011828678
htdocs,topic_801,0.0011314501
currency-formatting,topic_913,0.015016573
jquery-ui-tooltip,topic_140,0.006046854
uniq,topic_26,0.008039559
tab-delimited,topic_571,0.005598178
xna,topic_121,0.26122925
css-sprites,topic_482,0.048185587
beta,topic_539,0.03544521
